m_no,m_title,m_synopsis,g_no,m_time,m_open,m_director
226,판의 미로 - 오필리아와 세 개의 열쇠,지하왕국의 공주는 인간세계로 떠나고...\n아주 먼 옛날 인간들은 모르던 지하왕국 행복과 평화로 가득 찬 환상의 세계에 공주가 있었다. 햇빛과 푸른 하늘이 그리웠던 공주는 인간 세계로의 문을 열고 만다. 하지만 너무나 눈부신 햇살에 공주는 기억을 잃은 채로 죽어갔다.\n\n요정은 오필리아를 미로로 유혹하고...\n꿈 많은 소녀 오필리아는 만삭인 엄마와 함께 군인인 새아버지의 부대 저택으로 이사를 간다. 하지만 자신을 못 마땅해하는 냉혹한 새아버지에게 두려움을 느끼는데다 신비한 숲으로 둘러싸인 저택의 이상한 분위기에 잠을 못 이루던 오필리아에게 요정이 나타난다. 신비로운 모습에 이끌린 오필리아는 요정을 따라 미로로 들어가게 되고 거기서 `판`이라는 기괴한 요정을 만난다. 판은 오필리아에게 그녀가 지하왕국의 공주였으나 인간세계로 나왔다. 돌아가지 못하고 인간으로 살아가고 있음을 알려주고 다시 공주로 돌아가기 위한 방법으로 세 가지 미션을 제안한다.\n\n세가지 미션을 풀면 전설이 깨어나리라!\n오필리아에게 판이 알려준 세 가지 미션은 용기와 인내와 희생에 관한 불가능한 모험들. 오필리아는 백지에 미션의 힌트가 그려지는 마법 동화책과 어디든 그리는 대로 문이 생기는 마법 분필 그리고 충실한 안내자인 요정들의 도움을 받아 미션을 해결해 나간다. 과연 오필리아는 행복과 평화만이 존재하는 지하왕국으로 돌아갈 수 있을까...,3.11.15,118,3,길예르모 델 토로
227,패션 오브 크라이스트,전 세계가 주목한 최고의 화제작\n역사상 가장 위대한 희생의 기록!\n\n열두 제자 중 유다의 배신으로 붙잡힌 예수.\n제사장들과 불신으로 가득 찬 군중들은 신성모독죄라는 죄명 하에 그에게 십자가 형을 선고한다.\n사람들의 탄식과 야유 속에 예수는 골고다 언덕을 오르는데...\n\n끝없는 사랑으로 인류의 죄를 대신한 예수 그리스도.\n4월 13일 그의 마지막 12시간을 만나다.,3,126,3,멜 깁슨
228,앤트맨과 와스프,언제까지 커져야만 하는가!\n마블 역사상 가장 작고 가장 강한 히어로가 온다!\n하나뿐인 딸에게 멋진 아빠이고 싶지만 현실은 생계형 도둑인 스캇 랭(폴 러드). 어느 날 그에게 몸을 자유자재로 늘리거나 줄일 수 있는 핌 입자를 개발한 과학자 행크 핌(마이클 더글라스)이 찾아와 수트와 헬멧을 건네며 ‘앤트맨’이 되어 줄 것을 요청한다. 어리둥절 하지만 일단 한번 해보기로 결심한 스캇 랭은 행크 핌의 딸인 호프(에반젤린 릴리)의 도움을 받아 점차 히어로의 면모를 갖추어가고 그의 스승이자 멘토인 행크 핌 박사를 도와 핌 입자를 악용하려는 세력을 막아야 하는데… 마블 유니버스의 새로운 세계가 이제 그의 손에 달렸다!,1.9,116,2,페이튼 리드
229,포드 V 페라리,자존심을 건 대결의 시작!\n\n1960년대 매출 감소에 빠진 ‘포드’는 판매 활로를 찾기 위해\n스포츠카 레이스를 장악한 절대적 1위 ‘페라리’와의 인수 합병을 추진한다.\n막대한 자금력에도 불구 계약에 실패하고 엔초 페라리로부터 모욕까지 당한 헨리 포드 2세는\n르망 24시간 레이스에서 페라리를 박살 낼 차를 만들 것을 지시한다.\n\n불가능을 즐기는 두 남자를 주목하라!\n\n세계 3대 자동차 레이싱 대회이자 ‘지옥의 레이스’로 불리는 르망 24시간 레이스.\n출전 경험조차 없는 ‘포드’는 대회 6연패를 차지한 ‘페라리’에 대항하기 위해\n르망 레이스 우승자 출신 자동차 디자이너 ‘캐롤 셸비’(맷 데이먼)를 고용하고\n그는 누구와도 타협하지 않지만 열정과 실력만큼은 최고인\n레이서 ‘켄 마일스’(크리스찬 베일)를 자신의 파트너로 영입한다.\n\n포드의 경영진은 제 멋대로인 ‘켄 마일스’를 눈엣가시처럼 여기며\n자신들의 입맛에 맞춘 레이스를 펼치기를 강요하지만\n두 사람은 어떤 간섭에도 굴하지 않고 불가능을 뛰어넘기 위한 질주를 시작하는데…\n\n2019년 그 어떤 각본보다 놀라운 실화가 펼쳐진다!,1.3,152,2,제임스 맨골드
230,포레스트 검프,"""인생은 초콜릿 상자와 같은 거야. 네가 무엇을 고를지 아무도 모른단다…""\n\n불편한 다리 남들보다 조금 떨어지는 지능을 가진 외톨이 소년 ‘포레스트 검프’\n헌신적이고 강인한 어머니의 보살핌과 콩깍지 첫사랑 소녀 ‘제니’와의 만남으로\n사회의 편견과 괴롭힘 속에서도 따뜻하고 순수한 마음을 지니고 성장한다.\n\n여느 날과 같이 또래들의 괴롭힘을 피해 도망치던 포레스트는 누구보다 빠르게 달릴 수 있는 자신의 재능을 깨닫고 늘 달리는 삶을 살아간다. 포레스트의 재능을 발견한 대학에서 그를 미식축구 선수로 발탁하고 졸업 후에도 뛰어난 신체능력으로 군에 들어가 누구도 예상치 못한 성과를 거둬 무공훈장을 수여받는 등 탄탄한 인생 가도에 오르게 된 포레스트.\n\n하지만 영원히 행복할 것만 같았던 시간도 잠시 어머니가 병에 걸려 죽음을 맞이하고 첫사랑 제니 역시 그의 곁을 떠나가며 다시 한번 인생의 전환점을 맞이하게 되는데… 과연 포레스트는 진정한 삶의 행복을 발견할 수 있을까?\n\n진정한 삶의 가치와 의미를 제시하는 감동 바이블!\n올 가을 다시 한번 세상에서 가장 눈부신 달리기가 시작된다! “Run! Forrest Run!”",3.5,142,2,로버트 저메키스
231,프레스티지,19세기 런던 함께 마술사의 보조로 일하는 보든(크리스찬 베일)와 엔지어(휴 잭맨). 최고의 마술사를 꿈꾸며 수련을 계속하던 어느 날 보든가 마술의 최고 단계인 순간이동 마술을 선보인다. 질투심에 불탄 엔지어 역시 순간이동 마술을 완성하고 상대방의 비밀을 캐내려 경쟁을 벌이면서 주변 사람들의 생명마저 위태롭게 만드는데…. 목숨을 건 위험한 대결의 끝에 신의 경지에 도달한 놀라운 마술의 세계가 펼쳐진다!,7,126,3,크리스토퍼 놀란
232,트로이,유사 이래 인간은 늘 전쟁을 해왔다.\n\n권력을 위해 영광과 명예를 위해 그리고 때로는 사랑을 위해...\n\n\n\n금지된 사랑이 일으킨 거대한 10년 전쟁\n\n\n\n고대 그리스 시대 가장 잔인하고 불운한 사랑에 빠지고 만 비련의 두 주인공 트로이의 왕자 '파리스'(올란도 블룸)와 스파르타의 왕비 '헬레네'(다이앤 크루거). 사랑에 눈 먼 두 남녀는 트로이로 도주하고 파리스에게 아내를 빼앗긴 스파르타의 왕 '메넬라오스'(브렌든 글리슨)는 치욕감에 미케네의 왕이자 자신의 형인 '아가멤논'(브라이언 콕스)에게 복수를 부탁한다. 이에 아가멤논은 모든 그리스 도시 국가들을 규합해 트로이로부터 헬레네를 되찾기 위한 전쟁을 일으킨다.그러나 전쟁의 명분은 동생의 복수였지만 전쟁을 일으킨 진짜 이유는 모든 도시 국가들을 통합하여 거대한 그리스 제국을 건설하려는 야심이었다.\n\n\n\n한치도 양보할 수 없는 절대적인 힘의 충돌\n\n\n\n그러나 '프리아모스'왕(피터 오툴)이 통치하고 용맹스러운 '헥토르'왕자(에릭 바나)가 지키고 있는 트로이는 그 어떤 군대도 정복한 적이 없는 철통 요새. 트로이 정복의 결정적인 키를 쥐고 있는 것은 바다의 여신 테티스(줄리 크리스티)와 인간인 펠레우스 사이에서 태어난 불세출의 영웅 위대한 전사 '아킬레스'(브래드 피트) 뿐. 어린 시절 어머니 테티스가 그를 불사신으로 만들기 위해 스틱스 강(황천)에 담궜을 때 손으로 붙잡고 있던 발뒤꿈치에는 강물이 묻질 않아 치명적인 급소가 되었지만 인간 중에는 당할 자가 없을 만큼 초인적인 힘과 무예를 가진 아킬레스는 모든 적국 병사들에게 공포의 대상이었다.\n\n\n\n마침내 현실이 된 불멸의 신화!\n\n\n\n그러나 아킬레스는 전리품으로 얻은 트로이의 여사제 브리세이스(로즈 번)를 아가멤논 왕이 빼앗아가자 몹시 분노해 더 이상 전쟁에 참가하지 않을 것을 선언하고 칩거해버린다. 아킬레스가 전의를 상실하자 연합군은 힘을 잃고 계속 패하게 되고 트로이의 굳게 닫힌 성문은 열릴 줄을 모른다. 결말이 나지 않는 지루한 전쟁이 계속 이어지고 양쪽 병사들이 점차 지쳐갈 때쯤 이타카의 왕인 지장 오디세우스(숀 빈)가 절묘한 계략을 내놓는다. 그것은 바로 거대한 목마를 이용해 트로이 성을 함락시키자는 것...\n\n\n\n금지된 사랑은 한 나라의 문명을 파괴시킬만큼 거대한 10년 간의 전쟁을 일으키고 자존심을 건 양국의 싸움은 피바람 날리는 전쟁터에 불멸의 신화를 탄생시킨다.,14,136,3,볼프강 페터젠
233,프린세스 브라이드,바람이 몹시 부는 추운 겨울밤 감기에 걸려 누워있는 어린 소년에게 한 할아버지가 '프린세스 브라이드'라는 책을 읽어주면서 이야기는 시작된다. 환상의 플로린 나라엔 아름다운 소녀 버터컵이 살고있다. 소녀는 마음 속으론 마굿간에서 일하는 소년 웨스틀리를 사랑하지만 곧 이웃나라의 왕자 훔퍼딩크와 결혼하기로 돼있다. 그러나 결혼식 직전에 전쟁 도발의 음모에 휩쓸려 세 악당에게 사로잡히게 된다. 이때 검은 복면의 남자가 나타나 세 악당과 차례로 결투해 버터컵을 구출한다. 그는 웨스틀리였다. 버터컵은 웨스틀리의 생명을 위해 어쩔수 없이 왕자에게 돌아간다. 하지만 왕자는 약속을 어기고 웨스틀리를 죽이려하는데 웨스틀리와의 결투에 진 악당 이니고와 페직이 그를 위한 구출작전이 펼친다.,6.11.12.13,98,3,롭 라이너
234,플래툰,유복한 가정에서 태어나 성장한 대학생 크리스는 다른 사람들의 인생에 대해 알고 싶다는 막연한 생각에서 자원 입대해 월남전에 참전한다. 그러나 전쟁은 그가 생각했던 것처럼 배움터가 아니었다.\n\n그의 소대에서는 잔인하기로 소문난 반즈 상사와 인간적인 엘리아스 상사가 사사건건 대립하고 마침내 서로 주먹질까지 하게 된다. 마을로 정찰을 나갔다가 무고한 양민을 학살하는 반즈를 보고 엘리아스가 흥분한 것.\n\n어느날 크리스의 소대는 교전 도중 중과부적으로 많은 희생자를 내고 퇴각한다. 반즈는 헬기에 엘리아스가 타지 못한 것을 알면서도 사실을 감춰 그를 죽게 만든다. 크리스는 반즈에 대들지만 그의 광기에 굴복하고 마는데...,3.13,119,3,올리버 스톤
235,하울의 움직이는 성,무대는 19세기 말 유럽의 근미래화가들이 상상으로 그려냈던 마법과 과학이 공존하고 있는 세계 '앵거리'. 소피는 돌아가신 아버지의 모자상점에 쉴틈없이 일하는 18세 소녀다. 어느날 마을로 나간 소피는 우연히 왕실마법사 하울을 만나게 된다. 하울은 조금 겁이 많지만 비밀스런 분위기의 잘생긴 청년. 하지만 하울을 짝사랑하는 황무지 마녀는 두 사람의 사이를 오해 주문을 걸어 소피를 90세 노파로 만들어버린다. 낙심한 소피는 가출을 하고 황무지를 헤매다 결국 하울이 사는 성에 하녀로 낯선 생활을 시작하게 된다. 하지만 하울이 사는 거대한 성은 사람들이 너무나 무서워하는 다리가 4개 달린 '움직이는 성. 이 기괴한 성에서 하울과 소피의 기묘한 사랑과 모험이 시작되는데...,2,119,1,미야자키 하야오
236,하치 이야기,대학교수인 파커 (리차드 기어)는 퇴근길 기차역 플랫폼에서 길 잃은 강아지를 발견하고 아내(조안 알렌)의 반대에도 불구하고 녀석을 극진히 보살피고 키운다. 품종이 일본의 아키타견인데 착안해 ‘하치’라는 이름을 얻게 되고 하치는 주인을 따라 아침이면 출근길을 배웅하고 저녁이면 그 기차역에서 주인을 마중하기를 하루도 거르지 않는다.\n그런 녀석이 너무도 사랑스러운 파커 교수\n그러나 어느날 파커가 강단에서 강연 중 쓰러지고 하치는 오지 않는 주인을 매일같이 기다리는데...,3.13,93,1,라세 할스트롬
237,해리 포터와 마법사의 돌,해리 포터(다니엘 래드클리프 분)는 위압적인 버논 숙부(리챠드 그리피스 분)와 냉담한 이모 페투니아 (피오나 쇼 분) 욕심 많고 버릇없는 사촌 더즐리(해리 멜링 분) 밑에서 갖은 구박을 견디며 계단 밑 벽장에서 생활한다. 이모네 식구들 역시 해리와의 동거가 불편하기는 마찬가지. 이모 페투니아에겐 해리가 이상한(?) 언니 부부에 관한 기억을 떠올리게 만드는 달갑지 않은 존재다. 11살 생일이 며칠 앞으로 다가왔지만 한번도 생일파티를 치르거나 제대로 된 생일선물을 받아 본 적이 없는 해리로서는 특별히 신날 것도 기대 할 것도 없다. 11살 생일을 며칠 앞둔 어느 날 해리에게 초록색 잉크로 쓰여진 한 통의 편지가 배달된다. 그 편지의 내용은 다름 아닌 해리의 11살 생일을 맞이하여 전설적인“호그와트 마법학교”에서 보낸 입학초대장이었다. 그리고 해리의 생일을 축하하러 온 거인 해그리드는 해리가 모르고 있었던 해리의 진정한 정체를 알려주는데. 그것은 바로 해리가 굉장한 능력을 지닌 마법사라는 것!\n\n해리는 해그리드의 지시대로 자신을 구박하던 이모네 집을 주저없이 떠나 호그와트행(行)을 택한다. 런던의 킹스크로스 역에 있는 비밀의 9와 3/4 승장장에서 호그와트 특급열차를 탄 해리는 열차 안에서 같은 호그와트 마법학교 입학생인 헤르미온느 그레인저(엠마 왓슨 분)와 론 위즐리 (루퍼트 그린트 분)를 만나 친구가 된다. 이들과 함께 호그와트에 입학한 해리는 놀라운 모험의 세계를 경험하며 갖가지 신기한 마법들을 배워 나간다. 또한 빗자루를 타고 공중을 날아다니며 경기하는 스릴 만점의 퀴디치 게임에서 스타로 탄생하게 되며 용·머리가 셋 달린 개·유니콘·켄타우루스·히포그리프(말 몸에 독수리 머리와 날개를 가진 괴물)등 신비한 동물들과 마주치며 모험을 즐긴다. 그러던 어느 날 해리는 호그와트 지하실에 `영원한 생을 가져다주는 마법사의 돌'이 비밀리에 보관되어 있다는 것을 알게되고 해리의 부모님을 죽인 볼드모트가 그 돌을 노린다는 사실도 알게 된다. 볼드모트는 바로 해리를 죽이려다 실패하고 이마에 번개모양의 흉터를 남긴 장본인이다. 해리는 볼드모트로부터 마법의 돌과 호그와트 마법학교를 지키기 위해 필사의 노력을 하는데...,11.13,152,1,크리스 콜럼버스
