sc_no	t_no	m_no	p_no	sc_theater	sc_date	sc_time
20224	159	25	1	7관	2022-09-05	17:35
20225	159	1	1	3관	2022-09-05	18:10
20226	159	1	1	8관	2022-09-05	21:00
20227	159	26	1	2관	2022-09-05	17:55
20228	159	3	1	2관	2022-09-05	20:31
20229	159	29	1	7관	2022-09-05	20:00
20231	160	22	1	1관	2022-09-05	18:10
20232	160	22	1	1관	2022-09-05	22:40
20233	160	22	1	3관	2022-09-05	17:15
20234	160	22	1	3관	2022-09-05	19:31
20235	160	22	1	3관	2022-09-05	21:45
20236	160	22	1	4관	2022-09-05	17:50
20237	160	22	1	4관	2022-09-05	20:05
20238	160	22	1	4관	2022-09-05	22:20
20239	160	22	1	7관	2022-09-05	18:31
20240	160	22	1	7관	2022-09-05	20:45
20241	160	22	1	7관	2022-09-05	23:00
20242	160	22	1	8관	2022-09-05	16:45
20243	160	22	1	8관	2022-09-05	19:00
20244	160	22	1	8관	2022-09-05	21:15
20245	160	22	1	8관	2022-09-05	23:31
20246	160	1	1	2관	2022-09-05	16:40
20247	160	1	1	2관	2022-09-05	19:20
20248	160	1	1	2관	2022-09-05	21:55
20249	160	1	1	5관	2022-09-05	18:35
20250	160	1	1	5관	2022-09-05	21:10
20251	160	1	1	6관	2022-09-05	17:20
20252	160	1	1	6관	2022-09-05	19:55
20253	160	1	1	6관	2022-09-05	22:31
20254	160	2	1	5관	2022-09-05	23:45
20255	161	22	1	1관	2022-09-05	17:00
20256	161	22	1	1관	2022-09-05	19:20
20257	161	22	1	1관	2022-09-05	21:40
20258	161	22	1	1관	2022-09-05	24:00
20259	161	22	1	2관	2022-09-05	18:50
20260	161	22	1	2관	2022-09-05	21:10
20261	161	22	1	2관	2022-09-05	23:31
20262	161	22	1	3관	2022-09-05	17:15
20263	161	22	1	3관	2022-09-05	23:45
20264	161	22	1	5관	2022-09-05	17:31
20265	161	22	1	5관	2022-09-05	19:50
20266	161	22	1	5관	2022-09-05	22:05
20267	161	22	1	5관	2022-09-05	24:20
20268	161	22	1	9관	2022-09-05	18:20
20269	161	22	1	9관	2022-09-05	20:40
20270	161	22	1	9관	2022-09-05	23:00
20271	161	22	1	10관	2022-09-05	17:50
20272	161	22	1	10관	2022-09-05	20:10
20273	161	22	1	10관	2022-09-05	22:31
20274	161	22	1	10관	2022-09-05	24:50
20275	161	1	1	6관	2022-09-05	18:00
20276	161	1	1	6관	2022-09-05	20:40
20277	161	1	1	6관	2022-09-05	23:20
20278	161	1	3	4DX	2022-09-05	17:20
20279	161	1	3	4DX	2022-09-05	20:00
20280	161	1	3	4DX	2022-09-05	22:40
20281	161	1	1	7관	2022-09-05	16:40
20282	161	1	1	7관	2022-09-05	19:20
20283	161	1	1	7관	2022-09-05	22:00
20284	161	1	1	7관	2022-09-05	24:40
20285	161	1	1	8관	2022-09-05	18:40
20286	161	1	1	8관	2022-09-05	21:20
20287	161	1	1	8관	2022-09-05	24:00
20288	161	2	1	3관	2022-09-05	20:00
20289	161	2	1	3관	2022-09-05	21:55
20290	162	22	1	2관	2022-09-05	19:15
20291	162	22	1	2관	2022-09-05	21:31
20292	162	22	1	3관	2022-09-05	18:15
20293	162	22	1	3관	2022-09-05	20:31
20294	162	22	1	3관	2022-09-05	22:45
20295	162	22	1	4관	2022-09-05	18:00
20296	162	22	1	4관	2022-09-05	20:15
20297	162	22	1	4관	2022-09-05	22:31
20298	162	22	1	5관	2022-09-05	17:35
20299	162	22	1	5관	2022-09-05	19:50
20300	162	22	1	5관	2022-09-05	22:05
20301	162	22	1	7관	2022-09-05	17:15
20302	162	22	1	7관	2022-09-05	19:31
20303	162	22	1	7관	2022-09-05	21:45
20304	162	22	1	9관	2022-09-05	18:31
20305	162	22	1	9관	2022-09-05	20:45
20306	162	22	1	9관	2022-09-05	23:00
20307	162	22	1	11관	2022-09-05	16:45
20308	162	22	1	11관	2022-09-05	19:00
20309	162	22	1	11관	2022-09-05	21:15
20310	162	22	1	11관	2022-09-05	23:31
20311	162	1	5	8관	2022-09-05	17:20
20312	162	1	5	8관	2022-09-05	20:00
20313	162	1	3	4DX	2022-09-05	16:40
20314	162	1	3	4DX	2022-09-05	19:20
20315	162	1	3	4DX	2022-09-05	22:00
20316	162	1	1	1관	2022-09-05	18:40
20317	162	1	1	1관	2022-09-05	21:20
20318	162	1	1	10관	2022-09-05	18:00
20319	162	1	1	10관	2022-09-05	20:40
20320	162	1	1	10관	2022-09-05	23:15
20321	162	2	1	8관	2022-09-05	22:50
20322	163	22	1	1관	2022-09-05	21:20
20323	163	22	1	3관	2022-09-05	19:50
20324	163	22	1	3관	2022-09-05	22:05
20325	163	22	1	5관	2022-09-05	20:15
20326	163	22	1	5관	2022-09-05	22:31
20327	163	22	1	6관	2022-09-05	20:40
20328	163	22	1	6관	2022-09-05	23:00
20329	163	22	1	9관	2022-09-05	19:31
20330	163	22	1	9관	2022-09-05	21:45
20331	163	22	1	10관	2022-09-05	21:05
20332	163	25	1	2관	2022-09-05	19:20
20333	163	1	1	4관	2022-09-05	20:35
20334	163	1	1	8관	2022-09-05	19:35
20335	163	1	1	8관	2022-09-05	22:10
20336	163	29	1	2관	2022-09-05	21:40
20337	164	22	1	2관	2022-09-05	20:45
20338	164	22	1	2관	2022-09-05	23:00
20339	164	22	1	3관	2022-09-05	19:31
20340	164	22	1	3관	2022-09-05	21:45
20341	164	22	1	3관	2022-09-05	24:00
20342	164	22	1	5관	2022-09-05	20:15
20343	164	22	1	5관	2022-09-05	22:31
20344	164	22	1	6관	2022-09-05	20:00
20345	164	22	1	6관	2022-09-05	22:15
20346	164	22	1	7관	2022-09-05	21:15
20347	164	22	1	7관	2022-09-05	23:31
20348	164	22	1	9관	2022-09-05	20:31
20349	164	22	1	9관	2022-09-05	22:45
20350	164	1	1	1관	2022-09-05	20:00
20351	164	1	1	1관	2022-09-05	22:35
20352	164	1	1	8관	2022-09-05	21:00
20353	164	1	1	8관	2022-09-05	23:35
20354	165	22	1	1관	2022-09-05	20:00
20355	165	22	1	1관	2022-09-05	22:15
20356	165	22	1	2관	2022-09-05	20:15
20357	165	22	1	3관	2022-09-05	20:35
20358	165	22	1	3관	2022-09-05	22:50
20359	165	22	1	4관	2022-09-05	19:20
20360	165	22	1	4관	2022-09-05	21:35
20361	165	22	1	5관	2022-09-05	20:55
20362	165	22	1	6관	2022-09-05	21:15
20363	165	22	1	11관	2022-09-05	19:40
20364	165	22	1	11관	2022-09-05	21:55
20365	165	1	1	7관	2022-09-05	19:20
20366	165	1	1	7관	2022-09-05	21:55
20367	165	1	1	8관	2022-09-05	20:20
20368	165	1	1	8관	2022-09-05	23:00
20369	165	14	1	9관	2022-09-05	19:50
20370	165	1	1	9관	2022-09-05	22:25
20371	165	1	1	10관	2022-09-05	20:50
20372	165	10	1	2관	2022-09-05	22:31
20373	166	22	1	2관	2022-09-05	21:15
20374	166	22	1	3관	2022-09-05	19:25
20375	166	22	1	3관	2022-09-05	21:40
20376	166	22	1	4관	2022-09-05	19:50
20377	166	22	1	4관	2022-09-05	22:05
20378	166	22	1	5관	2022-09-05	20:15
20379	166	22	1	5관	2022-09-05	22:31
20380	166	22	1	8관	2022-09-05	20:45
20381	166	22	1	8관	2022-09-05	23:00
20382	166	1	3	4DX	2022-09-05	21:00
20383	166	1	1	6관	2022-09-05	20:10
20384	166	1	1	7관	2022-09-05	19:20
20385	166	1	1	7관	2022-09-05	21:55
20386	166	4	1	6관	2022-09-05	22:45
20387	167	22	1	1관	2022-09-05	19:20
20388	167	22	1	1관	2022-09-05	21:31
20389	167	22	1	1관	2022-09-05	23:40
20390	167	22	1	2관	2022-09-05	20:20
20391	167	22	1	2관	2022-09-05	22:31
20392	167	22	1	5관	2022-09-05	21:10
20393	167	22	1	5관	2022-09-05	23:20
20394	167	22	1	6관	2022-09-05	20:50
20395	167	22	1	6관	2022-09-05	23:00
20396	167	22	1	7관	2022-09-05	19:50
20397	167	22	1	7관	2022-09-05	22:00
20398	167	1	1	3관	2022-09-05	20:00
20399	167	1	1	3관	2022-09-05	22:31
20400	167	1	1	4관	2022-09-05	20:31
20401	167	1	1	4관	2022-09-05	23:00
20402	167	1	1	8관	2022-09-05	21:31
20403	168	22	1	3관	2022-09-05	19:31
20404	168	22	1	3관	2022-09-05	21:40
20405	168	22	1	4관	2022-09-05	20:05
20406	168	22	1	4관	2022-09-05	22:20
20407	168	22	1	5관	2022-09-05	20:40
20408	168	1	1	1관	2022-09-05	20:55
20409	168	1	1	2관	2022-09-05	19:55
20410	168	1	1	2관	2022-09-05	22:31
20411	169	22	1	1관	2022-09-05	19:31
20412	169	22	1	1관	2022-09-05	21:45
20413	169	22	1	3관	2022-09-05	20:15
20414	169	22	1	3관	2022-09-05	22:31
20415	169	22	1	5관	2022-09-05	21:15
20416	169	1	1	2관	2022-09-05	21:25
20417	169	1	1	4관	2022-09-05	19:50
20418	169	1	1	4관	2022-09-05	22:31
20419	169	1	1	6관	2022-09-05	20:45
20420	189	22	1	1관	2022-09-05	20:45
20421	189	22	1	2관	2022-09-05	19:31
20422	189	22	1	4관	2022-09-05	20:00
20423	189	22	1	5관	2022-09-05	22:00
20424	189	22	1	6관	2022-09-05	21:15
20425	189	1	1	2관	2022-09-05	21:40
20426	189	1	1	3관	2022-09-05	20:31
20427	189	1	1	5관	2022-09-05	19:25
20428	52	22	1	1관	2022-09-05	20:45
20429	52	22	1	1관	2022-09-05	23:00
20431	52	22	1	2관	2022-09-05	20:00
20432	52	22	1	3관	2022-09-05	20:20
20433	52	22	1	4관	2022-09-05	19:15
20434	52	22	1	4관	2022-09-05	21:31
20435	52	1	1	3관	2022-09-05	22:35
20436	53	22	1	1관	2022-09-05	20:15
20437	53	22	1	1관	2022-09-05	22:31
20438	53	22	1	2관	2022-09-05	20:35
20439	53	22	1	2관	2022-09-05	22:50
20440	53	22	1	3관	2022-09-05	19:10
20441	53	22	1	3관	2022-09-05	21:25
20442	53	22	1	4관	2022-09-05	21:00
20443	53	22	1	4관	2022-09-05	23:15
20444	53	22	1	7관	2022-09-05	19:35
20445	53	22	1	7관	2022-09-05	21:50
20446	53	22	1	9관	2022-09-05	19:55
20447	53	22	1	9관	2022-09-05	22:10
20448	53	22	1	10관	2022-09-05	20:05
20449	53	22	1	10관	2022-09-05	22:20
20450	53	1	3	4DX	2022-09-05	19:31
20451	53	1	3	4DX	2022-09-05	22:05
20452	53	1	1	5관	2022-09-05	21:35
20453	53	26	1	6관	2022-09-05	21:20
20454	54	22	1	2관	2022-09-05	20:35
20455	54	22	1	2관	2022-09-05	22:45
20456	54	22	1	3관	2022-09-05	21:05
20457	54	22	1	4관	2022-09-05	21:45
20458	54	22	1	6관	2022-09-05	19:50
20459	54	22	1	7관	2022-09-05	20:00
20460	54	22	1	7관	2022-09-05	22:15
20461	54	1	1	5관	2022-09-05	20:55
20462	54	1	1	6관	2022-09-05	22:25
20463	54	6	1	1관	2022-09-05	21:25
20464	55	22	1	1관	2022-09-05	20:40
20465	55	22	1	1관	2022-09-05	23:00
20466	55	22	1	2관	2022-09-05	19:40
20467	55	22	1	2관	2022-09-05	22:00
20468	55	22	1	4관	2022-09-05	21:10
20469	55	22	1	4관	2022-09-05	23:31
20470	55	22	1	5관	2022-09-05	24:00
20471	55	22	1	6관	2022-09-05	20:10
20472	55	22	1	6관	2022-09-05	22:31
20473	55	1	1	3관	2022-09-05	20:31
20474	55	1	1	3관	2022-09-05	23:10
20475	55	3	1	5관	2022-09-05	21:31
20476	56	22	1	1관	2022-09-05	20:45
20477	56	22	1	1관	2022-09-05	23:00
20478	56	22	1	2관	2022-09-05	21:15
20479	56	22	1	2관	2022-09-05	23:31
20480	56	22	1	4관	2022-09-05	20:15
20481	56	22	1	4관	2022-09-05	22:31
20482	56	22	1	5관	2022-09-05	19:45
20483	56	22	1	5관	2022-09-05	22:00
20484	56	1	5	3관	2022-09-05	19:35
20485	56	1	5	3관	2022-09-05	22:10
20486	56	1	1	6관	2022-09-05	21:00
20487	56	1	1	6관	2022-09-05	23:35
20488	57	22	1	5관	2022-09-05	21:25
20489	57	22	1	5관	2022-09-05	23:40
20490	57	22	1	1관	2022-09-05	20:45
20491	57	22	1	1관	2022-09-05	23:00
20492	57	22	1	2관	2022-09-05	20:00
20493	57	22	1	2관	2022-09-05	22:10
20494	57	22	1	2관	2022-09-05	24:20
20495	57	22	1	3관	2022-09-05	19:35
20496	57	22	1	3관	2022-09-05	21:55
20497	57	1	1	3관	2022-09-05	24:10
20498	57	1	1	4관	2022-09-05	20:40
20499	57	1	1	4관	2022-09-05	23:15
20500	58	22	1	2관	2022-09-05	19:45
20501	58	22	1	2관	2022-09-05	22:00
20502	58	22	1	2관	2022-09-05	24:15
20503	58	22	1	3관	2022-09-05	20:15
20504	58	22	1	3관	2022-09-05	22:31
20505	58	22	1	3관	2022-09-05	24:45
20506	58	22	1	4관	2022-09-05	21:31
20507	58	22	1	4관	2022-09-05	23:45
20508	58	22	1	6관	2022-09-05	20:55
20509	58	22	1	6관	2022-09-05	23:10
20510	58	1	1	1관	2022-09-05	21:00
20511	58	1	1	1관	2022-09-05	23:35
20512	58	1	1	5관	2022-09-05	19:50
20513	58	1	1	5관	2022-09-05	22:25
20514	59	22	1	1관	2022-09-05	20:20
20515	59	22	1	1관	2022-09-05	22:35
20516	59	22	1	4관	2022-09-05	21:15
20517	59	22	1	4관	2022-09-05	23:31
20518	59	22	1	5관	2022-09-05	20:45
20519	59	22	1	5관	2022-09-05	23:00
20520	59	22	1	6관	2022-09-05	21:45
20521	59	22	1	8관	2022-09-05	19:55
20522	59	22	1	8관	2022-09-05	22:10
20523	59	1	1	2관	2022-09-05	20:40
20524	59	1	1	2관	2022-09-05	23:15
20525	59	1	1	3관	2022-09-05	19:45
20526	59	1	1	7관	2022-09-05	21:50
20527	59	2	1	3관	2022-09-05	22:20
20528	60	22	1	1관	2022-09-05	21:10
20529	60	22	1	2관	2022-09-05	20:45
20531	60	22	1	2관	2022-09-05	23:00
20532	60	22	1	4관	2022-09-05	22:00
20533	60	22	1	5관	2022-09-05	20:00
20534	60	22	1	5관	2022-09-05	22:15
20535	60	22	1	7관	2022-09-05	21:35
20536	60	22	1	9관	2022-09-05	20:25
20537	60	22	1	9관	2022-09-05	22:40
20538	60	1	5	6관	2022-09-05	20:40
20539	60	1	1	3관	2022-09-05	19:55
20540	60	1	1	3관	2022-09-05	22:31
20541	60	1	1	8관	2022-09-05	21:45
20542	78	22	1	1관	2022-09-05	21:15
20543	78	22	1	1관	2022-09-05	23:31
20544	78	22	1	2관	2022-09-05	20:45
20545	78	22	1	2관	2022-09-05	23:00
20546	78	22	1	3관	2022-09-05	21:45
20547	78	22	1	4관	2022-09-05	20:15
20548	78	22	1	4관	2022-09-05	22:31
20549	78	1	1	5관	2022-09-05	19:40
20550	78	1	1	5관	2022-09-05	22:20
20551	78	1	1	6관	2022-09-05	21:00
20552	78	1	1	6관	2022-09-05	23:31
20553	95	22	2	IMAX	2022-09-05	20:20
20554	95	22	2	IMAX	2022-09-05	22:35
20555	95	22	1	3관	2022-09-05	21:35
20556	95	22	1	3관	2022-09-05	23:50
20557	95	22	1	4관	2022-09-05	20:00
20558	95	22	1	4관	2022-09-05	22:15
20559	95	22	1	6관	2022-09-05	19:45
20560	95	22	1	6관	2022-09-05	22:00
20561	95	22	1	8관	2022-09-05	21:10
20562	95	22	1	8관	2022-09-05	23:25
20563	95	22	1	9관	2022-09-05	20:45
20564	95	22	1	9관	2022-09-05	23:00
20565	95	25	1	1관	2022-09-05	20:15
20566	95	1	5	2관	2022-09-05	20:00
20567	95	1	5	2관	2022-09-05	22:35
20568	95	1	3	4DX	2022-09-05	22:05
20569	95	1	1	7관	2022-09-05	20:55
20570	95	1	1	7관	2022-09-05	23:31
20571	95	7	1	2관	2022-09-05	21:20
20572	95	13	1	1관	2022-09-05	22:50
20573	96	22	1	1관	2022-09-05	19:35
20574	96	22	1	1관	2022-09-05	21:55
20575	96	22	1	3관	2022-09-05	20:55
20576	96	22	1	5관	2022-09-05	20:05
20577	96	22	1	5관	2022-09-05	22:25
20578	96	22	1	6관	2022-09-05	21:25
20579	96	22	1	8관	2022-09-05	20:31
20580	96	22	1	8관	2022-09-05	22:50
20581	96	1	1	2관	2022-09-05	21:05
20582	96	1	1	4관	2022-09-05	19:35
20583	96	1	1	7관	2022-09-05	20:05
20584	96	1	1	7관	2022-09-05	22:40
20585	97	22	1	3관	2022-09-05	22:31
20586	97	22	1	1관	2022-09-05	21:15
20587	97	22	1	2관	2022-09-05	22:15
20588	97	22	1	5관	2022-09-05	23:00
20589	97	1	1	4관	2022-09-05	20:31
20590	97	1	1	4관	2022-09-05	23:05
20591	97	1	1	6관	2022-09-05	21:40
20592	97	2	1	5관	2022-09-05	21:00
20593	98	22	1	1관	2022-09-05	21:31
20594	98	22	1	7관	2022-09-05	20:20
20595	98	22	1	8관	2022-09-05	20:15
20596	98	22	1	8관	2022-09-05	22:31
20597	98	22	1	3관	2022-09-05	21:10
20598	98	22	1	3관	2022-09-05	23:25
20599	98	22	1	4관	2022-09-05	21:35
20600	98	22	1	4관	2022-09-05	23:50
20601	98	22	1	6관	2022-09-05	20:45
20602	98	22	1	6관	2022-09-05	23:00
20603	98	22	1	7관	2022-09-05	22:00
20604	98	16	5	2관	2022-09-05	22:35
20605	98	1	3	4DX	2022-09-05	22:05
20606	98	1	1	5관	2022-09-05	20:55
20607	98	1	1	5관	2022-09-05	23:31
20608	131	22	1	1관	2022-09-05	20:45
20609	131	22	1	1관	2022-09-05	23:00
20610	131	22	1	2관	2022-09-05	21:45
20611	131	22	1	3관	2022-09-05	20:20
20612	131	22	1	4관	2022-09-05	21:15
20613	131	22	1	5관	2022-09-05	22:15
20614	131	1	5	6관	2022-09-05	21:00
20615	131	1	3	4DX	2022-09-05	20:10
20616	131	1	3	4DX	2022-09-05	22:45
20617	131	1	1	7관	2022-09-05	22:00
20618	131	10	1	3관	2022-09-05	22:35
20619	132	22	1	2관	2022-09-05	21:20
20620	132	22	1	4관	2022-09-05	22:10
20621	132	22	1	5관	2022-09-05	20:31
20622	132	22	1	5관	2022-09-05	22:50
20623	132	1	1	1관	2022-09-05	20:40
20624	132	1	1	3관	2022-09-05	22:00
20625	133	22	1	9관	2022-09-05	20:35
20626	133	22	1	9관	2022-09-05	22:50
20627	133	22	2	IMAX	2022-09-05	21:15
20628	133	22	2	IMAX	2022-09-05	23:31
20629	133	22	1	2관	2022-09-05	21:55
20631	133	22	1	3관	2022-09-05	21:35
20632	133	22	1	4관	2022-09-05	20:45
20633	133	22	1	4관	2022-09-05	23:00
20634	133	22	1	6관	2022-09-05	23:15
20635	133	22	1	8관	2022-09-05	22:15
20636	133	1	5	1관	2022-09-05	20:50
20637	133	1	3	4DX	2022-09-05	20:31
20638	133	1	3	4DX	2022-09-05	23:05
20639	133	1	1	5관	2022-09-05	21:10
20640	133	1	1	5관	2022-09-05	23:50
20641	133	1	1	7관	2022-09-05	22:25
20642	133	10	1	1관	2022-09-05	23:35
20643	133	10	1	6관	2022-09-05	20:55
20644	134	22	1	2관	2022-09-05	21:10
20645	134	22	1	3관	2022-09-05	20:15
20646	134	1	1	4관	2022-09-05	21:20
20647	135	22	1	1관	2022-09-05	21:40
20648	135	22	1	4관	2022-09-05	22:20
20649	135	22	1	6관	2022-09-05	20:31
20650	135	22	1	7관	2022-09-05	21:10
20651	135	1	5	2관	2022-09-05	21:31
20652	135	1	1	3관	2022-09-05	20:40
20653	135	1	1	5관	2022-09-05	22:10
20654	147	22	1	2관	2022-09-05	22:15
20655	147	22	1	3관	2022-09-05	21:45
20656	147	22	1	4관	2022-09-05	21:15
20657	147	22	1	1관	2022-09-05	20:31
20658	147	22	1	1관	2022-09-05	22:45
20659	147	22	1	2관	2022-09-05	22:15
20660	147	22	1	3관	2022-09-05	21:45
20661	147	22	1	4관	2022-09-05	21:15
20662	147	1	1	5관	2022-09-05	22:40
20663	147	3	1	6관	2022-09-05	21:40
20664	147	10	1	8관	2022-09-05	21:50
20665	190	22	1	2관	2022-09-05	20:05
20666	190	22	1	2관	2022-09-05	22:25
20667	190	22	1	3관	2022-09-05	21:40
20668	190	22	1	3관	2022-09-05	24:00
20669	190	22	1	4관	2022-09-05	20:50
20670	190	22	1	4관	2022-09-05	23:10
20671	190	22	1	6관	2022-09-05	20:31
20672	190	1	1	5관	2022-09-05	22:00
20673	190	1	1	6관	2022-09-05	23:35
20674	191	22	1	1관	2022-09-05	20:15
20675	191	22	1	1관	2022-09-05	22:31
20676	191	22	1	2관	2022-09-05	21:20
20677	191	22	1	2관	2022-09-05	23:35
20678	191	22	1	3관	2022-09-05	22:05
20679	191	22	1	5관	2022-09-05	21:00
20680	191	22	1	5관	2022-09-05	23:15
20681	191	22	1	6관	2022-09-05	21:45
20682	191	22	1	6관	2022-09-05	24:00
20683	191	1	1	4관	2022-09-05	20:50
20684	191	1	1	4관	2022-09-05	23:25
20685	192	22	1	1관	2022-09-05	21:15
20686	192	22	1	2관	2022-09-05	22:10
20687	192	22	1	4관	2022-09-05	20:15
20688	192	22	1	4관	2022-09-05	22:35
20689	192	22	1	5관	2022-09-05	21:45
20690	192	22	1	7관	2022-09-05	20:45
20691	192	22	1	7관	2022-09-05	23:00
20692	192	1	1	3관	2022-09-05	20:20
20693	192	1	1	3관	2022-09-05	22:55
20694	192	1	1	6관	2022-09-05	21:40
20695	17	22	1	1관	2022-09-05	21:45
20696	17	22	1	2관	2022-09-05	20:10
20697	17	22	1	2관	2022-09-05	22:25
20698	17	22	1	5관	2022-09-05	20:45
20699	17	22	1	5관	2022-09-05	23:00
20700	17	22	1	6관	2022-09-05	21:15
20701	17	22	1	6관	2022-09-05	23:31
20702	17	22	1	7관	2022-09-05	21:00
20703	17	22	1	7관	2022-09-05	23:15
20704	17	1	1	3관	2022-09-05	20:50
20705	17	1	1	3관	2022-09-05	23:31
20706	17	1	1	4관	2022-09-05	22:31
20707	18	22	1	1관	2022-09-05	20:31
20708	18	22	1	1관	2022-09-05	22:50
20709	18	22	1	3관	2022-09-05	21:20
20710	18	22	1	3관	2022-09-05	23:40
20711	18	22	1	4관	2022-09-05	22:10
20712	18	22	1	5관	2022-09-05	21:40
20713	18	22	1	5관	2022-09-05	24:00
20714	18	22	1	7관	2022-09-05	21:00
20715	18	22	1	7관	2022-09-05	23:20
20716	18	25	1	6관	2022-09-05	21:10
20717	18	1	1	2관	2022-09-05	20:20
20718	18	1	1	2관	2022-09-05	23:00
20719	18	3	1	6관	2022-09-05	23:31
20720	19	22	1	1관	2022-09-05	09:31
20721	19	22	1	1관	2022-09-05	11:50
20722	19	22	1	1관	2022-09-05	14:00
20723	19	22	1	1관	2022-09-05	16:20
20724	19	22	1	1관	2022-09-05	18:20
20725	19	22	1	1관	2022-09-05	20:20
20726	19	22	1	2관	2022-09-05	12:31
20727	19	22	1	2관	2022-09-05	17:31
20728	19	22	1	2관	2022-09-05	19:40
20729	19	1	1	2관	2022-09-05	09:50
20731	19	1	1	2관	2022-09-05	14:50
20732	20	22	1	9관	2022-09-05	21:31
20733	20	1	1	7관	2022-09-05	21:20
20734	21	22	1	2관	2022-09-05	21:40
20735	21	22	1	3관	2022-09-05	20:40
20736	21	1	1	5관	2022-09-05	21:31
20737	22	22	1	1관	2022-09-05	21:10
20738	22	22	1	3관	2022-09-05	22:00
20739	22	22	1	4관	2022-09-05	20:45
20740	22	22	1	4관	2022-09-05	23:00
20741	22	22	1	5관	2022-09-05	22:31
20742	22	22	1	8관	2022-09-05	21:35
20743	22	1	5	4DX	2022-09-05	23:05
20744	22	1	1	2관	2022-09-05	21:20
20745	22	1	1	6관	2022-09-05	22:25
20746	22	10	1	9관	2022-09-05	21:50
20747	23	22	1	1관	2022-09-05	22:10
20748	23	22	1	2관	2022-09-05	21:31
20749	23	22	1	3관	2022-09-05	20:50
20750	23	1	1	4관	2022-09-05	20:40
20751	24	22	1	5관	2022-09-05	21:15
20752	24	22	1	6관	2022-09-05	22:00
20753	24	10	1	1관	2022-09-05	21:20
20754	24	2	1	2관	2022-09-05	20:45
20755	65	22	1	2관	2022-09-05	21:45
20756	65	22	1	4관	2022-09-05	21:15
20757	65	22	1	6관	2022-09-05	20:40
20758	65	22	1	6관	2022-09-05	22:50
20759	65	22	1	8관	2022-09-05	22:15
20760	65	1	1	1관	2022-09-05	22:55
20761	65	1	1	3관	2022-09-05	22:05
20762	65	1	1	5관	2022-09-05	21:20
20763	79	22	1	1관	2022-09-05	21:50
20764	79	22	1	2관	2022-09-05	21:20
20765	79	22	1	7관	2022-09-05	20:40
20766	79	1	1	3관	2022-09-05	21:40
20767	79	1	1	6관	2022-09-05	20:50
20768	136	22	1	2관	2022-09-05	22:20
20769	136	22	1	3관	2022-09-05	20:45
20770	136	22	1	3관	2022-09-05	22:50
20771	136	22	1	4관	2022-09-05	21:50
20772	136	22	1	5관	2022-09-05	21:20
20773	136	1	1	1관	2022-09-05	22:25
20774	136	1	1	6관	2022-09-05	21:35
20777	148	22	1	2관	2022-09-05	21:00
20778	148	22	1	3관	2022-09-05	21:40
20779	148	22	1	5관	2022-09-05	22:20
20780	148	22	1	6관	2022-09-05	22:40
20781	148	1	1	1관	2022-09-05	22:20
20782	148	1	1	7관	2022-09-05	20:40
20783	148	9	1	4관	2022-09-05	22:00
20784	170	22	1	2관	2022-09-05	22:45
20785	170	22	1	3관	2022-09-05	22:05
20786	170	22	1	4관	2022-09-05	21:15
20787	170	1	3	4DX	2022-09-05	22:55
20788	170	1	1	1관	2022-09-05	21:40
20789	170	1	1	6관	2022-09-05	22:45
20790	171	22	2	IMAX	2022-09-05	22:31
20791	171	22	1	2관	2022-09-05	21:15
20792	171	22	1	3관	2022-09-05	20:45
20793	171	22	1	3관	2022-09-05	23:00
20794	171	22	1	5관	2022-09-05	21:50
20795	171	1	5	6관	2022-09-05	22:05
20796	171	1	1	1관	2022-09-05	22:55
20797	172	22	1	1관	2022-09-05	21:35
20798	172	22	1	2관	2022-09-05	20:45
20799	172	22	1	2관	2022-09-05	23:00
20800	172	22	1	5관	2022-09-05	22:20
20801	172	1	1	3관	2022-09-05	22:55
20802	172	1	1	4관	2022-09-05	22:25
20803	172	2	1	4관	2022-09-05	20:31
20804	183	22	1	2관	2022-09-05	21:45
20805	183	22	1	3관	2022-09-05	21:15
20806	183	22	1	5관	2022-09-05	20:55
20807	183	22	1	6관	2022-09-05	22:15
20808	183	1	5	1관	2022-09-05	21:31
20809	183	1	1	7관	2022-09-05	22:00
20810	25	22	1	1관	2022-09-05	21:35
20811	25	22	1	2관	2022-09-05	20:45
20812	25	22	1	2관	2022-09-05	23:00
20813	25	22	1	4관	2022-09-05	22:25
20814	25	1	1	3관	2022-09-05	22:55
20815	26	22	1	1관	2022-09-05	20:45
20816	26	22	1	5관	2022-09-05	21:05
20817	26	22	1	7관	2022-09-05	21:25
20818	26	1	1	6관	2022-09-05	21:15
20819	27	22	1	8관	2022-09-05	22:10
20820	27	22	1	3관	2022-09-05	21:10
20821	27	22	1	5관	2022-09-05	22:35
20822	27	22	1	7관	2022-09-05	20:40
20823	27	22	1	7관	2022-09-05	23:00
20824	27	22	1	9관	2022-09-05	21:31
20825	27	1	1	1관	2022-09-05	21:00
20826	27	1	1	4관	2022-09-05	21:50
20827	27	1	1	6관	2022-09-05	22:45
20828	27	3	1	2관	2022-09-05	22:10
20829	28	22	1	1관	2022-09-05	21:20
20831	28	22	1	4관	2022-09-05	22:45
20832	28	22	1	5관	2022-09-05	23:00
20833	28	22	1	7관	2022-09-05	22:10
20834	28	22	1	9관	2022-09-05	22:31
20835	28	1	1	2관	2022-09-05	22:31
20836	28	1	1	6관	2022-09-05	22:00
20837	28	1	1	8관	2022-09-05	23:00
